"","region","electores","percent_participacion","votos_emitidos","votos_validos","organizacion_politica","tipo_organizacion_politica","votos","percent_votos","year","vuelta"
"390","APURIMAC",277161,0.69986,193973,176903,"MOVIMIENTO INDEPENDIENTE FUERZA CAMPESINA REGIONAL","MOVIMIENTO REGIONAL",105042,0.59378,"2014","2"
"391","APURIMAC",277161,0.69986,193973,176903,"MOVIMIENTO POPULAR KALLPA","MOVIMIENTO REGIONAL",71861,0.40622,"2014","2"
"392","APURIMAC",277161,0.69986,193973,176903,"VOTOS EN BLANCO",NA,2797,NA,"2014","2"
"393","APURIMAC",277161,0.69986,193973,176903,"VOTOS NULOS",NA,14273,NA,"2014","2"
"394","AREQUIPA",997237,0.8187,816433,582367,"AREQUIPA, TRADICION Y FUTURO","MOVIMIENTO REGIONAL",294469,0.50564,"2014","2"
"395","AREQUIPA",997237,0.8187,816433,582367,"AREQUIPA RENACE","MOVIMIENTO REGIONAL",287898,0.49436,"2014","2"
"396","AREQUIPA",997237,0.8187,816433,582367,"VOTOS EN BLANCO",NA,16891,NA,"2014","2"
"397","AREQUIPA",997237,0.8187,816433,582367,"VOTOS NULOS",NA,217175,NA,"2014","2"
"398","CUSCO",880889,0.74119,652905,505458,"KAUSACHUN CUSCO","MOVIMIENTO REGIONAL",268940,0.53207,"2014","2"
"399","CUSCO",880889,0.74119,652905,505458,"MOVIMIENTO REGIONAL ACUERDO POPULAR UNIFICADO","MOVIMIENTO REGIONAL",236518,0.46793,"2014","2"
"400","CUSCO",880889,0.74119,652905,505458,"VOTOS EN BLANCO",NA,16666,NA,"2014","2"
"401","CUSCO",880889,0.74119,652905,505458,"VOTOS NULOS",NA,130781,NA,"2014","2"
"402","HUANUCO",509995,0.64606,329485,307678,"MOVIMIENTO INTEGRACION DESCENTRALISTA","MOVIMIENTO REGIONAL",210017,0.68259,"2014","2"
"403","HUANUCO",509995,0.64606,329485,307678,"AVANZADA REGIONAL INDEPENDIENTE UNIDOS POR HUANUCO","MOVIMIENTO REGIONAL",97661,0.31741,"2014","2"
"404","HUANUCO",509995,0.64606,329485,307678,"VOTOS EN BLANCO",NA,3051,NA,"2014","2"
"405","HUANUCO",509995,0.64606,329485,307678,"VOTOS NULOS",NA,18756,NA,"2014","2"
"406","ICA",563023,0.82444,464180,431019,"FUERZA POPULAR","PARTIDO POLÍTICO",231645,0.53744,"2014","2"
"407","ICA",563023,0.82444,464180,431019,"MOVIMIENTO REGIONAL OBRAS POR LA MODERNIDAD","MOVIMIENTO REGIONAL",199374,0.46256,"2014","2"
"408","ICA",563023,0.82444,464180,431019,"VOTOS EN BLANCO",NA,4918,NA,"2014","2"
"409","ICA",563023,0.82444,464180,431019,"VOTOS NULOS",NA,28243,NA,"2014","2"
"410","JUNIN",852094,0.73842,629206,562469,"JUNIN SOSTENIBLE CON SU GENTE","MOVIMIENTO REGIONAL",298737,0.53112,"2014","2"
"411","JUNIN",852094,0.73842,629206,562469,"MOVIMIENTO POLITICO REGIONAL PERU LIBRE","MOVIMIENTO REGIONAL",263732,0.46888,"2014","2"
"412","JUNIN",852094,0.73842,629206,562469,"VOTOS EN BLANCO",NA,5806,NA,"2014","2"
"413","JUNIN",852094,0.73842,629206,562469,"VOTOS NULOS",NA,60931,NA,"2014","2"
"414","LIMA",678480,0.77424,525304,475853,"CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA","MOVIMIENTO REGIONAL",279607,0.58759,"2014","2"
"415","LIMA",678480,0.77424,525304,475853,"PATRIA JOVEN","MOVIMIENTO REGIONAL",196246,0.41241,"2014","2"
"416","LIMA",678480,0.77424,525304,475853,"VOTOS EN BLANCO",NA,6202,NA,"2014","2"
"417","LIMA",678480,0.77424,525304,475853,"VOTOS NULOS",NA,43249,NA,"2014","2"
"418","MADRE DE DIOS",90542,0.76002,68814,64262,"DEMOCRACIA DIRECTA","PARTIDO POLÍTICO",38620,0.60098,"2014","2"
"419","MADRE DE DIOS",90542,0.76002,68814,64262,"MOVIMIENTO INDEPENDIENTE AMOR POR MADRE DE DIOS","MOVIMIENTO REGIONAL",25642,0.39902,"2014","2"
"420","MADRE DE DIOS",90542,0.76002,68814,64262,"VOTOS EN BLANCO",NA,613,NA,"2014","2"
"421","MADRE DE DIOS",90542,0.76002,68814,64262,"VOTOS NULOS",NA,3939,NA,"2014","2"
"422","PASCO",183296,0.68526,125605,111700,"FUERZA POPULAR","PARTIDO POLÍTICO",56364,0.5046,"2014","2"
"423","PASCO",183296,0.68526,125605,111700,"PASCO VERDE","MOVIMIENTO REGIONAL",55336,0.4954,"2014","2"
"424","PASCO",183296,0.68526,125605,111700,"VOTOS EN BLANCO",NA,1587,NA,"2014","2"
"425","PASCO",183296,0.68526,125605,111700,"VOTOS NULOS",NA,12318,NA,"2014","2"
"426","PUNO",841046,0.8022,674685,602879,"PROYECTO DE LA INTEGRACION PARA LA COOPERACION","MOVIMIENTO REGIONAL",324431,0.53814,"2014","2"
"427","PUNO",841046,0.8022,674685,602879,"DEMOCRACIA DIRECTA","PARTIDO POLÍTICO",278448,0.46186,"2014","2"
"428","PUNO",841046,0.8022,674685,602879,"VOTOS EN BLANCO",NA,5760,NA,"2014","2"
"429","PUNO",841046,0.8022,674685,602879,"VOTOS NULOS",NA,66046,NA,"2014","2"
"430","SAN MARTIN",545521,0.7136,389286,347487,"FUERZA POPULAR","PARTIDO POLÍTICO",190022,0.54685,"2014","2"
"431","SAN MARTIN",545521,0.7136,389286,347487,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",157465,0.45315,"2014","2"
"432","SAN MARTIN",545521,0.7136,389286,347487,"VOTOS EN BLANCO",NA,5112,NA,"2014","2"
"433","SAN MARTIN",545521,0.7136,389286,347487,"VOTOS NULOS",NA,36687,NA,"2014","2"
"434","TACNA",246256,0.82102,202180,158905,"MOVIMIENTO CIVICO PERUANO","MOVIMIENTO REGIONAL",87621,0.5514,"2014","2"
"435","TACNA",246256,0.82102,202180,158905,"VAMOS PERU","PARTIDO POLÍTICO",71284,0.4486,"2014","2"
"436","TACNA",246256,0.82102,202180,158905,"VOTOS EN BLANCO",NA,3016,NA,"2014","2"
"437","TACNA",246256,0.82102,202180,158905,"VOTOS NULOS",NA,40259,NA,"2014","2"
"438","TUMBES",152314,0.79749,121469,111800,"RECONSTRUCCION CON OBRAS MAS OBRAS PARA UN TUMBES BELLO","MOVIMIENTO REGIONAL",60688,0.54283,"2014","2"
"439","TUMBES",152314,0.79749,121469,111800,"MOVIMIENTO INDEPENDIENTE REGIONAL YO SI AMO A TUMBES","MOVIMIENTO REGIONAL",51112,0.45717,"2014","2"
"440","TUMBES",152314,0.79749,121469,111800,"VOTOS EN BLANCO",NA,903,NA,"2014","2"
"441","TUMBES",152314,0.79749,121469,111800,"VOTOS NULOS",NA,8766,NA,"2014","2"
"442","AMAZONAS",261856,0.80645,211175,163110,"SENTIMIENTO AMAZONENSE REGIONAL","MOVIMIENTO REGIONAL",53831,0.33003,"2014","1"
"443","AMAZONAS",261856,0.80645,211175,163110,"MOVIMIENTO REGIONAL FUERZA AMAZONENSE","MOVIMIENTO REGIONAL",23903,0.14655,"2014","1"
"444","AMAZONAS",261856,0.80645,211175,163110,"MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS","MOVIMIENTO REGIONAL",21091,0.12931,"2014","1"
"445","AMAZONAS",261856,0.80645,211175,163110,"MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO","MOVIMIENTO REGIONAL",19491,0.1195,"2014","1"
"446","AMAZONAS",261856,0.80645,211175,163110,"OBRAS POR AMAZONAS","MOVIMIENTO REGIONAL",15359,0.09416,"2014","1"
"447","AMAZONAS",261856,0.80645,211175,163110,"TODOS SOMOS AMAZONAS","ALIANZA ELECTORAL",13984,0.08573,"2014","1"
"448","AMAZONAS",261856,0.80645,211175,163110,"UNIDAD Y DEMOCRACIA DE AMAZONAS","MOVIMIENTO REGIONAL",9419,0.05775,"2014","1"
"449","AMAZONAS",261856,0.80645,211175,163110,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",5177,0.03174,"2014","1"
"450","AMAZONAS",261856,0.80645,211175,163110,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","PARTIDO POLÍTICO",855,0.00524,"2014","1"
"451","AMAZONAS",261856,0.80645,211175,163110,"VOTOS EN BLANCO",NA,15454,NA,"2014","1"
"452","AMAZONAS",261856,0.80645,211175,163110,"VOTOS NULOS",NA,32611,NA,"2014","1"
"453","ANCASH",817621,0.83019,678783,533657,"MOVIMIENTO REGIONAL ANDE - MAR","MOVIMIENTO REGIONAL",96006,0.1799,"2014","1"
"454","ANCASH",817621,0.83019,678783,533657,"MOVIMIENTO INDEPENDIENTE REGIONAL PURO ANCASH","MOVIMIENTO REGIONAL",92784,0.17386,"2014","1"
"455","ANCASH",817621,0.83019,678783,533657,"MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO","MOVIMIENTO REGIONAL",58307,0.10926,"2014","1"
"456","ANCASH",817621,0.83019,678783,533657,"MOVIMIENTO ACCION NACIONALISTA PERUANO","MOVIMIENTO REGIONAL",50628,0.09487,"2014","1"
"457","ANCASH",817621,0.83019,678783,533657,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",44444,0.08328,"2014","1"
"458","ANCASH",817621,0.83019,678783,533657,"MOVIMIENTO REGIONAL EL MAICITO","MOVIMIENTO REGIONAL",39606,0.07422,"2014","1"
"459","ANCASH",817621,0.83019,678783,533657,"PARTIDO DEMOCRATICO SOMOS PERU","PARTIDO POLÍTICO",24150,0.04525,"2014","1"
"460","ANCASH",817621,0.83019,678783,533657,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",23040,0.04317,"2014","1"
"461","ANCASH",817621,0.83019,678783,533657,"UNION POR EL PERU","PARTIDO POLÍTICO",22252,0.0417,"2014","1"
"462","ANCASH",817621,0.83019,678783,533657,"SIEMPRE UNIDOS","PARTIDO POLÍTICO",18390,0.03446,"2014","1"
"463","ANCASH",817621,0.83019,678783,533657,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",16728,0.03135,"2014","1"
"464","ANCASH",817621,0.83019,678783,533657,"ALIANZA HORA CERO FUERZA POPULAR","ALIANZA ELECTORAL",14147,0.02651,"2014","1"
"465","ANCASH",817621,0.83019,678783,533657,"PERU POSIBLE","PARTIDO POLÍTICO",8727,0.01635,"2014","1"
"466","ANCASH",817621,0.83019,678783,533657,"RENOVACION ANCASHINA","MOVIMIENTO REGIONAL",8370,0.01568,"2014","1"
"467","ANCASH",817621,0.83019,678783,533657,"UNION NACIONALISTA ANCASHINA","MOVIMIENTO REGIONAL",6222,0.01166,"2014","1"
"468","ANCASH",817621,0.83019,678783,533657,"ACCION POPULAR","PARTIDO POLÍTICO",5136,0.00962,"2014","1"
"469","ANCASH",817621,0.83019,678783,533657,"RESTAURACION NACIONAL","PARTIDO POLÍTICO",2906,0.00545,"2014","1"
"470","ANCASH",817621,0.83019,678783,533657,"PERU PATRIA SEGURA","PARTIDO POLÍTICO",1814,0.0034,"2014","1"
"471","ANCASH",817621,0.83019,678783,533657,"VOTOS EN BLANCO",NA,78780,NA,"2014","1"
"472","ANCASH",817621,0.83019,678783,533657,"VOTOS NULOS",NA,66346,NA,"2014","1"
"473","APURIMAC",277161,0.80923,224286,186038,"MOVIMIENTO POPULAR KALLPA","MOVIMIENTO REGIONAL",48301,0.25963,"2014","1"
"474","APURIMAC",277161,0.80923,224286,186038,"MOVIMIENTO INDEPENDIENTE FUERZA CAMPESINA REGIONAL","MOVIMIENTO REGIONAL",29311,0.15755,"2014","1"
"475","APURIMAC",277161,0.80923,224286,186038,"UNION POR EL PERU","PARTIDO POLÍTICO",28157,0.15135,"2014","1"
"476","APURIMAC",277161,0.80923,224286,186038,"FUERZA POPULAR","PARTIDO POLÍTICO",24801,0.13331,"2014","1"
"477","APURIMAC",277161,0.80923,224286,186038,"PODER POPULAR ANDINO","MOVIMIENTO REGIONAL",24088,0.12948,"2014","1"
"478","APURIMAC",277161,0.80923,224286,186038,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",24022,0.12912,"2014","1"
"479","APURIMAC",277161,0.80923,224286,186038,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",3288,0.01767,"2014","1"
"480","APURIMAC",277161,0.80923,224286,186038,"MOVIMIENTO ETNOCACERISTA REGIONAL AMA SUA, AMA LLULLA, AMA QUELLA","MOVIMIENTO REGIONAL",1489,0.008,"2014","1"
"481","APURIMAC",277161,0.80923,224286,186038,"PERU POSIBLE","PARTIDO POLÍTICO",1464,0.00787,"2014","1"
"482","APURIMAC",277161,0.80923,224286,186038,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","PARTIDO POLÍTICO",1117,0.006,"2014","1"
"483","APURIMAC",277161,0.80923,224286,186038,"VOTOS EN BLANCO",NA,21418,NA,"2014","1"
"484","APURIMAC",277161,0.80923,224286,186038,"VOTOS NULOS",NA,16830,NA,"2014","1"
"485","AREQUIPA",997237,0.86558,863193,714810,"AREQUIPA RENACE","MOVIMIENTO REGIONAL",151075,0.21135,"2014","1"
"486","AREQUIPA",997237,0.86558,863193,714810,"AREQUIPA, TRADICION Y FUTURO","MOVIMIENTO REGIONAL",144024,0.20149,"2014","1"
"487","AREQUIPA",997237,0.86558,863193,714810,"VAMOS PERU","PARTIDO POLÍTICO",101707,0.14229,"2014","1"
"488","AREQUIPA",997237,0.86558,863193,714810,"JUNTOS POR EL DESARROLLO DE AREQUIPA","MOVIMIENTO REGIONAL",91659,0.12823,"2014","1"
"489","AREQUIPA",997237,0.86558,863193,714810,"VAMOS AREQUIPA","ALIANZA ELECTORAL",45986,0.06433,"2014","1"
"490","AREQUIPA",997237,0.86558,863193,714810,"ALIANZA PARA EL PROGRESO DE AREQUIPA","ALIANZA ELECTORAL",37595,0.05259,"2014","1"
"491","AREQUIPA",997237,0.86558,863193,714810,"AREQUIPA - UNIDOS POR EL GRAN CAMBIO","MOVIMIENTO REGIONAL",30770,0.04305,"2014","1"
"492","AREQUIPA",997237,0.86558,863193,714810,"SIEMPRE UNIDOS","PARTIDO POLÍTICO",22100,0.03092,"2014","1"
"493","AREQUIPA",997237,0.86558,863193,714810,"ACCION POPULAR","PARTIDO POLÍTICO",14357,0.02009,"2014","1"
"494","AREQUIPA",997237,0.86558,863193,714810,"UNION POR EL PERU","PARTIDO POLÍTICO",13436,0.0188,"2014","1"
"495","AREQUIPA",997237,0.86558,863193,714810,"SOLIDARIDAD NACIONAL","PARTIDO POLÍTICO",13123,0.01836,"2014","1"
"496","AREQUIPA",997237,0.86558,863193,714810,"FUERZA POPULAR","PARTIDO POLÍTICO",10968,0.01534,"2014","1"
"497","AREQUIPA",997237,0.86558,863193,714810,"MOVIMIENTO INDEPENDIENTE REGIONAL POR TI AREQUIPA","MOVIMIENTO REGIONAL",10303,0.01441,"2014","1"
"498","AREQUIPA",997237,0.86558,863193,714810,"RESTAURACION NACIONAL","PARTIDO POLÍTICO",9532,0.01334,"2014","1"
"499","AREQUIPA",997237,0.86558,863193,714810,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","PARTIDO POLÍTICO",9453,0.01322,"2014","1"
"500","AREQUIPA",997237,0.86558,863193,714810,"PARTIDO POPULAR CRISTIANO - PPC","PARTIDO POLÍTICO",6243,0.00873,"2014","1"
"501","AREQUIPA",997237,0.86558,863193,714810,"PERU PATRIA SEGURA","PARTIDO POLÍTICO",2479,0.00347,"2014","1"
"502","AREQUIPA",997237,0.86558,863193,714810,"VOTOS EN BLANCO",NA,71487,NA,"2014","1"
"503","AREQUIPA",997237,0.86558,863193,714810,"VOTOS NULOS",NA,76896,NA,"2014","1"
"504","AYACUCHO",409671,0.80319,329045,275314,"ALIANZA RENACE AYACUCHO","MOVIMIENTO REGIONAL",87364,0.31732,"2014","1"
"505","AYACUCHO",409671,0.80319,329045,275314,"ALIANZA PARA EL PROGRESO DE AYACUCHO","ALIANZA ELECTORAL",76165,0.27665,"2014","1"
"506","AYACUCHO",409671,0.80319,329045,275314,"MUSUQ ÑAN","MOVIMIENTO REGIONAL",36453,0.13241,"2014","1"
"507","AYACUCHO",409671,0.80319,329045,275314,"FUERZA POPULAR","PARTIDO POLÍTICO",21816,0.07924,"2014","1"
"508","AYACUCHO",409671,0.80319,329045,275314,"UNIDOS POR EL DESARROLLO DE AYACUCHO","MOVIMIENTO REGIONAL",21681,0.07875,"2014","1"
"509","AYACUCHO",409671,0.80319,329045,275314,"QATUN TARPUY","MOVIMIENTO REGIONAL",20347,0.0739,"2014","1"
"510","AYACUCHO",409671,0.80319,329045,275314,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",6450,0.02343,"2014","1"
"511","AYACUCHO",409671,0.80319,329045,275314,"PERU POSIBLE","PARTIDO POLÍTICO",3225,0.01171,"2014","1"
"512","AYACUCHO",409671,0.80319,329045,275314,"PARTIDO POPULAR CRISTIANO - PPC","PARTIDO POLÍTICO",1072,0.00389,"2014","1"
"513","AYACUCHO",409671,0.80319,329045,275314,"PERU PATRIA SEGURA","PARTIDO POLÍTICO",741,0.00269,"2014","1"
"514","AYACUCHO",409671,0.80319,329045,275314,"VOTOS EN BLANCO",NA,31200,NA,"2014","1"
"515","AYACUCHO",409671,0.80319,329045,275314,"VOTOS NULOS",NA,22531,NA,"2014","1"
"516","CAJAMARCA",992516,0.8286,822397,651560,"MOVIMIENTO DE AFIRMACION SOCIAL","MOVIMIENTO REGIONAL",288432,0.44268,"2014","1"
"517","CAJAMARCA",992516,0.8286,822397,651560,"FUERZA POPULAR","PARTIDO POLÍTICO",117207,0.17989,"2014","1"
"518","CAJAMARCA",992516,0.8286,822397,651560,"CAJAMARCA SIEMPRE VERDE","MOVIMIENTO REGIONAL",82289,0.1263,"2014","1"
"519","CAJAMARCA",992516,0.8286,822397,651560,"FRENTE REGIONAL DE CAJAMARCA","MOVIMIENTO REGIONAL",58832,0.09029,"2014","1"
"520","CAJAMARCA",992516,0.8286,822397,651560,"MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL","MOVIMIENTO REGIONAL",43062,0.06609,"2014","1"
"521","CAJAMARCA",992516,0.8286,822397,651560,"MOVIMIENTO REGIONAL FUERZA SOCIAL CAJAMARCA","MOVIMIENTO REGIONAL",34603,0.05311,"2014","1"
"522","CAJAMARCA",992516,0.8286,822397,651560,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",14995,0.02301,"2014","1"
"523","CAJAMARCA",992516,0.8286,822397,651560,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",12140,0.01863,"2014","1"
"524","CAJAMARCA",992516,0.8286,822397,651560,"VOTOS EN BLANCO",NA,93789,NA,"2014","1"
"525","CAJAMARCA",992516,0.8286,822397,651560,"VOTOS NULOS",NA,77048,NA,"2014","1"
"526","CUSCO",880889,0.83898,739047,602178,"MOVIMIENTO REGIONAL ACUERDO POPULAR UNIFICADO","MOVIMIENTO REGIONAL",138688,0.23031,"2014","1"
"527","CUSCO",880889,0.83898,739047,602178,"KAUSACHUN CUSCO","MOVIMIENTO REGIONAL",65332,0.10849,"2014","1"
"528","CUSCO",880889,0.83898,739047,602178,"ALIANZA POPULAR","ALIANZA ELECTORAL",56297,0.09349,"2014","1"
"529","CUSCO",880889,0.83898,739047,602178,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",53899,0.08951,"2014","1"
"530","CUSCO",880889,0.83898,739047,602178,"SIEMPRE UNIDOS","PARTIDO POLÍTICO",50548,0.08394,"2014","1"
"531","CUSCO",880889,0.83898,739047,602178,"MOVIMIENTO REGIONAL INKA PACHAKUTEQ","MOVIMIENTO REGIONAL",49606,0.08238,"2014","1"
"532","CUSCO",880889,0.83898,739047,602178,"FUERZA INKA AMAZONICA","MOVIMIENTO REGIONAL",31518,0.05234,"2014","1"
"533","CUSCO",880889,0.83898,739047,602178,"AUTOGOBIERNO AYLLU","MOVIMIENTO REGIONAL",31446,0.05222,"2014","1"
"534","CUSCO",880889,0.83898,739047,602178,"TIERRA Y LIBERTAD CUSCO","MOVIMIENTO REGIONAL",31139,0.05171,"2014","1"
"535","CUSCO",880889,0.83898,739047,602178,"FUERZA POPULAR","PARTIDO POLÍTICO",29706,0.04933,"2014","1"
"536","CUSCO",880889,0.83898,739047,602178,"MOVIMIENTO REGIONAL TAWANTINSUYO","MOVIMIENTO REGIONAL",28336,0.04706,"2014","1"
"537","CUSCO",880889,0.83898,739047,602178,"ACCION POPULAR","PARTIDO POLÍTICO",27641,0.0459,"2014","1"
"538","CUSCO",880889,0.83898,739047,602178,"PATRIA ARRIBA PERU ADELANTE","MOVIMIENTO REGIONAL",8022,0.01332,"2014","1"
"539","CUSCO",880889,0.83898,739047,602178,"VOTOS EN BLANCO",NA,75753,NA,"2014","1"
"540","CUSCO",880889,0.83898,739047,602178,"VOTOS NULOS",NA,61116,NA,"2014","1"
"541","HUANCAVELICA",274992,0.81933,225309,191163,"MOVIMIENTO INDEPENDIENTE REGIONAL AYLLU","MOVIMIENTO REGIONAL",57663,0.30164,"2014","1"
"542","HUANCAVELICA",274992,0.81933,225309,191163,"MOVIMIENTO INDEPENDIENTE TRABAJANDO PARA TODOS","MOVIMIENTO REGIONAL",54540,0.28531,"2014","1"
"543","HUANCAVELICA",274992,0.81933,225309,191163,"MOVIMIENTO REGIONAL AYNI","MOVIMIENTO REGIONAL",27805,0.14545,"2014","1"
"544","HUANCAVELICA",274992,0.81933,225309,191163,"MOVIMIENTO INDEPENDIENTE DE CAMPESINOS Y PROFESIONALES","MOVIMIENTO REGIONAL",14020,0.07334,"2014","1"
"545","HUANCAVELICA",274992,0.81933,225309,191163,"MOVIMIENTO INDEPENDIENTE REGIONAL UNIDOS POR HUANCAVELICA","MOVIMIENTO REGIONAL",12914,0.06755,"2014","1"
"546","HUANCAVELICA",274992,0.81933,225309,191163,"ACCION DE GOBERNABILIDAD PARA LA UNIDAD ANDINA","MOVIMIENTO REGIONAL",10334,0.05406,"2014","1"
"547","HUANCAVELICA",274992,0.81933,225309,191163,"MOVIMIENTO POLITICO FUERZA HUANCAVELICA","MOVIMIENTO REGIONAL",7808,0.04084,"2014","1"
"548","HUANCAVELICA",274992,0.81933,225309,191163,"ACCION POPULAR","PARTIDO POLÍTICO",4009,0.02097,"2014","1"
"549","HUANCAVELICA",274992,0.81933,225309,191163,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",2070,0.01083,"2014","1"
"550","HUANCAVELICA",274992,0.81933,225309,191163,"VOTOS EN BLANCO",NA,19984,NA,"2014","1"
"551","HUANCAVELICA",274992,0.81933,225309,191163,"VOTOS NULOS",NA,14162,NA,"2014","1"
"552","HUANUCO",509995,0.79286,404354,331618,"MOVIMIENTO INTEGRACION DESCENTRALISTA","MOVIMIENTO REGIONAL",99389,0.29971,"2014","1"
"553","HUANUCO",509995,0.79286,404354,331618,"AVANZADA REGIONAL INDEPENDIENTE UNIDOS POR HUANUCO","MOVIMIENTO REGIONAL",61138,0.18436,"2014","1"
"554","HUANUCO",509995,0.79286,404354,331618,"PARTIDO DEMOCRATICO SOMOS PERU","PARTIDO POLÍTICO",51383,0.15495,"2014","1"
"555","HUANUCO",509995,0.79286,404354,331618,"MOVIMIENTO POLITICO FRENTE AMPLIO REGIONAL PAISANOCUNA","MOVIMIENTO REGIONAL",34535,0.10414,"2014","1"
"556","HUANUCO",509995,0.79286,404354,331618,"MOVIMIENTO POLITICO HECHOS Y NO PALABRAS","MOVIMIENTO REGIONAL",20601,0.06212,"2014","1"
"557","HUANUCO",509995,0.79286,404354,331618,"ACCION POPULAR","PARTIDO POLÍTICO",13738,0.04143,"2014","1"
"558","HUANUCO",509995,0.79286,404354,331618,"FUERZA POPULAR","PARTIDO POLÍTICO",12365,0.03729,"2014","1"
"559","HUANUCO",509995,0.79286,404354,331618,"UNION POR EL PERU","PARTIDO POLÍTICO",12199,0.03679,"2014","1"
"560","HUANUCO",509995,0.79286,404354,331618,"MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO","MOVIMIENTO REGIONAL",10931,0.03296,"2014","1"
"561","HUANUCO",509995,0.79286,404354,331618,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",5996,0.01808,"2014","1"
"562","HUANUCO",509995,0.79286,404354,331618,"AUTENTICO REGIONAL","MOVIMIENTO REGIONAL",5657,0.01706,"2014","1"
"563","HUANUCO",509995,0.79286,404354,331618,"VAMOS PERU","PARTIDO POLÍTICO",2042,0.00616,"2014","1"
"564","HUANUCO",509995,0.79286,404354,331618,"FRENTE DEMOCRATICO REGIONAL","MOVIMIENTO REGIONAL",1644,0.00496,"2014","1"
"565","HUANUCO",509995,0.79286,404354,331618,"VOTOS EN BLANCO",NA,36810,NA,"2014","1"
"566","HUANUCO",509995,0.79286,404354,331618,"VOTOS NULOS",NA,35926,NA,"2014","1"
"567","ICA",563023,0.87891,494846,424805,"FUERZA POPULAR","PARTIDO POLÍTICO",105435,0.2482,"2014","1"
"568","ICA",563023,0.87891,494846,424805,"MOVIMIENTO REGIONAL OBRAS POR LA MODERNIDAD","MOVIMIENTO REGIONAL",86168,0.20284,"2014","1"
"569","ICA",563023,0.87891,494846,424805,"UNIDOS POR LA REGION","MOVIMIENTO REGIONAL",56343,0.13263,"2014","1"
"570","ICA",563023,0.87891,494846,424805,"PARTIDO REGIONAL DE INTEGRACION","MOVIMIENTO REGIONAL",56194,0.13228,"2014","1"
"571","ICA",563023,0.87891,494846,424805,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",35100,0.08263,"2014","1"
"572","ICA",563023,0.87891,494846,424805,"ACCION POPULAR","PARTIDO POLÍTICO",14265,0.03358,"2014","1"
"573","ICA",563023,0.87891,494846,424805,"FRENTE CIVICO LIBERTAD","MOVIMIENTO REGIONAL",12844,0.03024,"2014","1"
"574","ICA",563023,0.87891,494846,424805,"SOLIDARIDAD NACIONAL","PARTIDO POLÍTICO",12539,0.02952,"2014","1"
"575","ICA",563023,0.87891,494846,424805,"MOVIMIENTO INDEPENDIENTE REGIONAL HAMBRE CERO","MOVIMIENTO REGIONAL",11992,0.02823,"2014","1"
"576","ICA",563023,0.87891,494846,424805,"UNION POR EL PERU","PARTIDO POLÍTICO",11085,0.02609,"2014","1"
"577","ICA",563023,0.87891,494846,424805,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",6212,0.01462,"2014","1"
"578","ICA",563023,0.87891,494846,424805,"ALIANZA REGIONAL INDEPENDIENTE","MOVIMIENTO REGIONAL",5477,0.01289,"2014","1"
"579","ICA",563023,0.87891,494846,424805,"PERU POSIBLE","PARTIDO POLÍTICO",5233,0.01232,"2014","1"
"580","ICA",563023,0.87891,494846,424805,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","PARTIDO POLÍTICO",4150,0.00977,"2014","1"
"581","ICA",563023,0.87891,494846,424805,"DEMOCRACIA DIRECTA","PARTIDO POLÍTICO",1768,0.00416,"2014","1"
"582","ICA",563023,0.87891,494846,424805,"VOTOS EN BLANCO",NA,34642,NA,"2014","1"
"583","ICA",563023,0.87891,494846,424805,"VOTOS NULOS",NA,35399,NA,"2014","1"
"584","JUNIN",852094,0.80528,686172,588262,"JUNIN SOSTENIBLE CON SU GENTE","MOVIMIENTO REGIONAL",167249,0.28431,"2014","1"
"585","JUNIN",852094,0.80528,686172,588262,"MOVIMIENTO POLITICO REGIONAL PERU LIBRE","MOVIMIENTO REGIONAL",154728,0.26303,"2014","1"
